order_id,customer_id,menu_year,menu_week,order_date,delivery_date,status
500177,1057,2025,50,2025-11-29,2025-12-08,completed
500178,1058,2025,50,2025-12-01,2025-12-08,cancelled
500179,1059,2025,50,2025-12-01,2025-12-08,completed
500180,1060,2025,50,2025-11-29,2025-12-08,completed
500181,1061,2025,50,2025-11-30,2025-12-08,completed
500182,1062,2025,50,2025-11-30,2025-12-08,completed
500183,1065,2025,50,2025-11-30,2025-12-08,completed
500184,1067,2025,50,2025-11-30,2025-12-08,completed
500185,1071,2025,50,2025-11-29,2025-12-08,completed
500186,1072,2025,50,2025-12-01,2025-12-08,completed
500187,1074,2025,50,2025-12-02,2025-12-08,completed
500188,1076,2025,50,2025-12-02,2025-12-08,completed
500189,1077,2025,50,2025-12-02,2025-12-08,completed
500190,1078,2025,50,2025-12-01,2025-12-08,completed
500191,1079,2025,50,2025-11-30,2025-12-08,completed
500192,1080,2025,50,2025-12-01,2025-12-08,completed
500193,1082,2025,50,2025-12-01,2025-12-08,completed
500194,1084,2025,50,2025-11-29,2025-12-08,completed
500195,1085,2025,50,2025-11-29,2025-12-08,completed
500196,1086,2025,50,2025-11-30,2025-12-08,completed
500197,1087,2025,50,2025-12-01,2025-12-08,completed
500198,1088,2025,50,2025-12-02,2025-12-08,completed
500199,1089,2025,50,2025-11-30,2025-12-08,completed
500200,1090,2025,50,2025-12-02,2025-12-08,completed
500201,1091,2025,50,2025-11-30,2025-12-08,cancelled
500202,1093,2025,50,2025-11-30,2025-12-08,completed
500203,1094,2025,50,2025-11-30,2025-12-08,completed
500204,1095,2025,50,2025-12-02,2025-12-08,completed
500205,1096,2025,50,2025-11-30,2025-12-08,completed
500206,1097,2025,50,2025-11-30,2025-12-08,completed
500207,1098,2025,50,2025-12-01,2025-12-08,completed
500208,1099,2025,50,2025-12-01,2025-12-08,completed
500209,1100,2025,50,2025-11-29,2025-12-08,completed
500210,1101,2025,50,2025-12-01,2025-12-08,completed
500211,1104,2025,50,2025-11-29,2025-12-08,completed
500212,1105,2025,50,2025-11-30,2025-12-08,completed
500213,1106,2025,50,2025-12-01,2025-12-08,completed
500214,1107,2025,50,2025-12-02,2025-12-08,failed
500215,1108,2025,50,2025-11-30,2025-12-08,completed
500216,1109,2025,50,2025-11-30,2025-12-08,completed
500217,1114,2025,50,2025-11-30,2025-12-08,completed
500218,1115,2025,50,2025-12-01,2025-12-08,completed
500219,1117,2025,50,2025-11-29,2025-12-08,completed
500220,1118,2025,50,2025-11-30,2025-12-08,completed
500221,1119,2025,50,2025-11-30,2025-12-08,completed
500222,1120,2025,50,2025-11-29,2025-12-08,cancelled
500223,1122,2025,50,2025-12-02,2025-12-08,completed
500224,1123,2025,50,2025-12-02,2025-12-08,completed
500225,1125,2025,50,2025-11-30,2025-12-08,failed
500226,1126,2025,50,2025-12-01,2025-12-08,completed
500227,1127,2025,50,2025-12-01,2025-12-08,completed
500228,1128,2025,50,2025-11-30,2025-12-08,completed
500229,1129,2025,50,2025-12-02,2025-12-08,completed
500230,1130,2025,50,2025-12-01,2025-12-08,completed
500231,1133,2025,50,2025-11-30,2025-12-08,completed
500232,1134,2025,50,2025-11-30,2025-12-08,completed
500233,1135,2025,50,2025-11-29,2025-12-08,completed
500234,1136,2025,50,2025-11-29,2025-12-08,completed
500235,1137,2025,50,2025-11-29,2025-12-08,cancelled
500236,1138,2025,50,2025-11-30,2025-12-08,completed
500237,1139,2025,50,2025-12-02,2025-12-08,completed
500238,1141,2025,50,2025-11-30,2025-12-08,completed
500239,1142,2025,50,2025-12-01,2025-12-08,completed
500240,1143,2025,50,2025-12-01,2025-12-08,completed
500241,1144,2025,50,2025-12-01,2025-12-08,completed
500242,1145,2025,50,2025-11-30,2025-12-08,completed
500243,1146,2025,50,2025-12-01,2025-12-08,completed
500244,1148,2025,50,2025-11-30,2025-12-08,completed
500245,1149,2025,50,2025-12-02,2025-12-08,completed
500246,1150,2025,50,2025-11-30,2025-12-08,completed
500247,1151,2025,50,2025-11-29,2025-12-08,completed
500248,1152,2025,50,2025-11-30,2025-12-08,completed
500249,1153,2025,50,2025-11-30,2025-12-08,completed
500250,1154,2025,50,2025-11-30,2025-12-08,completed
500251,1156,2025,50,2025-12-02,2025-12-08,completed
500252,1157,2025,50,2025-11-30,2025-12-08,completed
500253,1158,2025,50,2025-11-29,2025-12-08,completed
500254,1159,2025,50,2025-12-02,2025-12-08,completed
500255,1161,2025,50,2025-11-29,2025-12-08,completed
500256,1162,2025,50,2025-12-01,2025-12-08,completed
500257,1163,2025,50,2025-11-30,2025-12-08,completed
500258,1164,2025,50,2025-11-29,2025-12-08,completed
500259,1166,2025,50,2025-12-02,2025-12-08,completed
500260,1168,2025,50,2025-12-02,2025-12-08,completed
500261,1169,2025,50,2025-11-29,2025-12-08,completed
500262,1173,2025,50,2025-12-01,2025-12-08,completed
500263,1176,2025,50,2025-11-29,2025-12-08,completed
500264,1177,2025,50,2025-12-02,2025-12-08,completed
500265,1178,2025,50,2025-11-29,2025-12-08,completed
500266,1179,2025,50,2025-11-30,2025-12-08,completed
500267,1181,2025,50,2025-11-29,2025-12-08,completed
500268,1182,2025,50,2025-12-01,2025-12-08,completed
500269,1183,2025,50,2025-12-02,2025-12-08,completed
500270,1184,2025,50,2025-12-01,2025-12-08,completed
500271,1186,2025,50,2025-12-01,2025-12-08,completed
500272,1187,2025,50,2025-11-30,2025-12-08,completed
500273,1189,2025,50,2025-12-02,2025-12-08,completed
500274,1191,2025,50,2025-12-01,2025-12-08,completed
500275,1192,2025,50,2025-12-01,2025-12-08,completed
500276,1194,2025,50,2025-11-29,2025-12-08,completed
500277,1195,2025,50,2025-12-01,2025-12-08,completed
500278,1196,2025,50,2025-11-30,2025-12-08,completed
500279,1199,2025,50,2025-11-30,2025-12-08,failed
500280,1200,2025,50,2025-12-02,2025-12-08,completed
500281,1201,2025,50,2025-11-29,2025-12-08,completed
500282,1202,2025,50,2025-12-01,2025-12-08,completed
500283,1203,2025,50,2025-11-30,2025-12-08,completed
500284,1204,2025,50,2025-12-01,2025-12-08,completed
500285,1205,2025,50,2025-11-30,2025-12-08,completed
500286,1206,2025,50,2025-11-30,2025-12-08,completed
500287,1207,2025,50,2025-11-30,2025-12-08,completed
500288,1209,2025,50,2025-11-29,2025-12-08,completed
500289,1210,2025,50,2025-12-02,2025-12-08,completed
500290,1212,2025,50,2025-12-01,2025-12-08,completed
500291,1213,2025,50,2025-12-01,2025-12-08,completed
500292,1214,2025,50,2025-11-30,2025-12-08,completed
500293,1215,2025,50,2025-11-30,2025-12-08,completed
500294,1217,2025,50,2025-11-29,2025-12-08,completed
500295,1219,2025,50,2025-11-29,2025-12-08,cancelled
500296,1220,2025,50,2025-11-30,2025-12-08,completed
500297,1001,2025,51,2025-12-08,2025-12-15,completed
500298,1002,2025,51,2025-12-08,2025-12-15,completed
500299,1003,2025,51,2025-12-07,2025-12-15,completed
500300,1004,2025,51,2025-12-07,2025-12-15,completed
500301,1006,2025,51,2025-12-09,2025-12-15,completed
500302,1008,2025,51,2025-12-08,2025-12-15,completed
500303,1013,2025,51,2025-12-06,2025-12-15,completed
500304,1014,2025,51,2025-12-09,2025-12-15,completed
500305,1015,2025,51,2025-12-08,2025-12-15,completed
500306,1017,2025,51,2025-12-08,2025-12-15,completed
500307,1018,2025,51,2025-12-08,2025-12-15,completed
500308,1019,2025,51,2025-12-07,2025-12-15,completed
500309,1020,2025,51,2025-12-09,2025-12-15,completed
500310,1023,2025,51,2025-12-06,2025-12-15,completed
500311,1024,2025,51,2025-12-07,2025-12-15,completed
500312,1025,2025,51,2025-12-06,2025-12-15,completed
500313,1026,2025,51,2025-12-08,2025-12-15,completed
500314,1031,2025,51,2025-12-09,2025-12-15,cancelled
500315,1032,2025,51,2025-12-09,2025-12-15,completed
500316,1033,2025,51,2025-12-08,2025-12-15,completed
500317,1035,2025,51,2025-12-09,2025-12-15,completed
500318,1036,2025,51,2025-12-09,2025-12-15,cancelled
500319,1037,2025,51,2025-12-07,2025-12-15,completed
500320,1038,2025,51,2025-12-07,2025-12-15,completed
500321,1039,2025,51,2025-12-08,2025-12-15,completed
500322,1042,2025,51,2025-12-06,2025-12-15,completed
500323,1043,2025,51,2025-12-09,2025-12-15,completed
500324,1044,2025,51,2025-12-07,2025-12-15,completed
500325,1045,2025,51,2025-12-06,2025-12-15,completed
500326,1046,2025,51,2025-12-07,2025-12-15,completed
500327,1047,2025,51,2025-12-08,2025-12-15,failed
500328,1053,2025,51,2025-12-08,2025-12-15,completed
500329,1054,2025,51,2025-12-09,2025-12-15,completed
500330,1057,2025,51,2025-12-08,2025-12-15,completed
500331,1058,2025,51,2025-12-09,2025-12-15,completed
500332,1064,2025,51,2025-12-07,2025-12-15,completed
500333,1066,2025,51,2025-12-08,2025-12-15,completed
500334,1067,2025,51,2025-12-06,2025-12-15,completed
500335,1068,2025,51,2025-12-07,2025-12-15,completed
500336,1069,2025,51,2025-12-06,2025-12-15,completed
500337,1070,2025,51,2025-12-09,2025-12-15,completed
500338,1071,2025,51,2025-12-06,2025-12-15,completed
500339,1072,2025,51,2025-12-06,2025-12-15,completed
500340,1073,2025,51,2025-12-07,2025-12-15,completed
500341,1075,2025,51,2025-12-07,2025-12-15,completed
500342,1076,2025,51,2025-12-09,2025-12-15,completed
500343,1077,2025,51,2025-12-08,2025-12-15,cancelled
500344,1079,2025,51,2025-12-07,2025-12-15,completed
500345,1082,2025,51,2025-12-07,2025-12-15,completed
500346,1083,2025,51,2025-12-07,2025-12-15,completed
500347,1084,2025,51,2025-12-07,2025-12-15,completed
500348,1085,2025,51,2025-12-08,2025-12-15,completed
500349,1086,2025,51,2025-12-08,2025-12-15,completed
500350,1087,2025,51,2025-12-08,2025-12-15,completed
500351,1088,2025,51,2025-12-07,2025-12-15,completed
500352,1089,2025,51,2025-12-09,2025-12-15,completed
500353,1091,2025,51,2025-12-08,2025-12-15,completed
500354,1094,2025,51,2025-12-07,2025-12-15,completed
500355,1096,2025,51,2025-12-07,2025-12-15,completed
500356,1098,2025,51,2025-12-08,2025-12-15,completed
500357,1099,2025,51,2025-12-09,2025-12-15,completed
500358,1100,2025,51,2025-12-08,2025-12-15,completed
500359,1101,2025,51,2025-12-09,2025-12-15,completed
500360,1103,2025,51,2025-12-08,2025-12-15,completed
500361,1104,2025,51,2025-12-07,2025-12-15,completed
500362,1108,2025,51,2025-12-09,2025-12-15,completed
500363,1113,2025,51,2025-12-07,2025-12-15,completed
500364,1116,2025,51,2025-12-06,2025-12-15,completed
500365,1117,2025,51,2025-12-08,2025-12-15,completed
500366,1118,2025,51,2025-12-08,2025-12-15,completed
500367,1119,2025,51,2025-12-08,2025-12-15,completed
500368,1120,2025,51,2025-12-06,2025-12-15,completed
500369,1121,2025,51,2025-12-08,2025-12-15,completed
500370,1122,2025,51,2025-12-08,2025-12-15,completed
500371,1123,2025,51,2025-12-07,2025-12-15,cancelled
500372,1125,2025,51,2025-12-09,2025-12-15,completed
500373,1127,2025,51,2025-12-06,2025-12-15,completed
500374,1128,2025,51,2025-12-07,2025-12-15,completed
500375,1129,2025,51,2025-12-09,2025-12-15,completed
500376,1130,2025,51,2025-12-07,2025-12-15,completed
500377,1131,2025,51,2025-12-07,2025-12-15,completed
500378,1132,2025,51,2025-12-09,2025-12-15,completed
500379,1134,2025,51,2025-12-06,2025-12-15,completed
500380,1136,2025,51,2025-12-07,2025-12-15,completed
500381,1137,2025,51,2025-12-07,2025-12-15,completed
500382,1139,2025,51,2025-12-08,2025-12-15,completed
500383,1140,2025,51,2025-12-09,2025-12-15,completed
500384,1141,2025,51,2025-12-08,2025-12-15,completed
500385,1142,2025,51,2025-12-09,2025-12-15,completed
500386,1143,2025,51,2025-12-09,2025-12-15,completed
500387,1144,2025,51,2025-12-07,2025-12-15,completed
500388,1147,2025,51,2025-12-06,2025-12-15,completed
500389,1148,2025,51,2025-12-09,2025-12-15,completed
500390,1150,2025,51,2025-12-07,2025-12-15,completed
500391,1151,2025,51,2025-12-08,2025-12-15,completed
500392,1152,2025,51,2025-12-07,2025-12-15,completed
500393,1153,2025,51,2025-12-06,2025-12-15,completed
500394,1154,2025,51,2025-12-07,2025-12-15,completed
500395,1155,2025,51,2025-12-06,2025-12-15,completed
500396,1157,2025,51,2025-12-06,2025-12-15,completed
500397,1158,2025,51,2025-12-06,2025-12-15,completed
500398,1159,2025,51,2025-12-08,2025-12-15,completed
500399,1160,2025,51,2025-12-09,2025-12-15,completed
500400,1162,2025,51,2025-12-07,2025-12-15,completed
500401,1164,2025,51,2025-12-08,2025-12-15,completed
500402,1165,2025,51,2025-12-09,2025-12-15,completed
500403,1166,2025,51,2025-12-07,2025-12-15,completed
500404,1167,2025,51,2025-12-08,2025-12-15,completed
500405,1169,2025,51,2025-12-08,2025-12-15,cancelled
500406,1170,2025,51,2025-12-09,2025-12-15,completed
500407,1171,2025,51,2025-12-06,2025-12-15,completed
500408,1172,2025,51,2025-12-08,2025-12-15,completed
500409,1173,2025,51,2025-12-06,2025-12-15,completed
500410,1174,2025,51,2025-12-08,2025-12-15,cancelled
500411,1176,2025,51,2025-12-06,2025-12-15,completed
500412,1177,2025,51,2025-12-08,2025-12-15,completed
500413,1178,2025,51,2025-12-06,2025-12-15,completed
500414,1180,2025,51,2025-12-07,2025-12-15,completed
500415,1182,2025,51,2025-12-07,2025-12-15,completed
500416,1185,2025,51,2025-12-06,2025-12-15,completed
500417,1186,2025,51,2025-12-06,2025-12-15,completed
500418,1187,2025,51,2025-12-08,2025-12-15,completed
500419,1188,2025,51,2025-12-09,2025-12-15,completed
500420,1190,2025,51,2025-12-09,2025-12-15,completed
500421,1191,2025,51,2025-12-09,2025-12-15,completed
500422,1192,2025,51,2025-12-09,2025-12-15,completed
500423,1195,2025,51,2025-12-08,2025-12-15,completed
500424,1196,2025,51,2025-12-08,2025-12-15,completed
500425,1197,2025,51,2025-12-07,2025-12-15,completed
500426,1198,2025,51,2025-12-08,2025-12-15,completed
500427,1201,2025,51,2025-12-06,2025-12-15,completed
500428,1202,2025,51,2025-12-09,2025-12-15,completed
500429,1203,2025,51,2025-12-09,2025-12-15,completed
500430,1205,2025,51,2025-12-06,2025-12-15,completed
500431,1206,2025,51,2025-12-07,2025-12-15,completed
500432,1208,2025,51,2025-12-06,2025-12-15,completed
500433,1210,2025,51,2025-12-09,2025-12-15,completed
500434,1211,2025,51,2025-12-07,2025-12-15,completed
500435,1212,2025,51,2025-12-08,2025-12-15,completed
500436,1215,2025,51,2025-12-07,2025-12-15,completed
500437,1216,2025,51,2025-12-09,2025-12-15,completed
500438,1217,2025,51,2025-12-08,2025-12-15,completed
500439,1218,2025,51,2025-12-07,2025-12-15,completed
500440,1220,2025,51,2025-12-08,2025-12-15,completed
500441,1001,2025,52,2025-12-14,2025-12-22,completed
500442,1003,2025,52,2025-12-15,2025-12-22,completed
500443,1006,2025,52,2025-12-13,2025-12-22,completed
500444,1009,2025,52,2025-12-16,2025-12-22,completed
500445,1010,2025,52,2025-12-14,2025-12-22,completed
500446,1012,2025,52,2025-12-16,2025-12-22,completed
500447,1013,2025,52,2025-12-13,2025-12-22,completed
500448,1014,2025,52,2025-12-14,2025-12-22,completed
500449,1015,2025,52,2025-12-15,2025-12-22,completed
500450,1016,2025,52,2025-12-14,2025-12-22,completed
500451,1018,2025,52,2025-12-16,2025-12-22,completed
500452,1020,2025,52,2025-12-15,2025-12-22,completed
500453,1021,2025,52,2025-12-14,2025-12-22,completed
500454,1022,2025,52,2025-12-13,2025-12-22,completed
500455,1023,2025,52,2025-12-14,2025-12-22,cancelled
500456,1025,2025,52,2025-12-16,2025-12-22,completed
500457,1026,2025,52,2025-12-13,2025-12-22,completed
500458,1029,2025,52,2025-12-15,2025-12-22,completed
500459,1030,2025,52,2025-12-13,2025-12-22,completed
500460,1031,2025,52,2025-12-13,2025-12-22,completed
500461,1032,2025,52,2025-12-14,2025-12-22,failed
500462,1033,2025,52,2025-12-16,2025-12-22,completed
500463,1034,2025,52,2025-12-15,2025-12-22,completed
500464,1036,2025,52,2025-12-13,2025-12-22,completed
500465,1038,2025,52,2025-12-13,2025-12-22,completed
500466,1041,2025,52,2025-12-15,2025-12-22,completed
500467,1042,2025,52,2025-12-15,2025-12-22,completed
500468,1043,2025,52,2025-12-16,2025-12-22,completed
500469,1045,2025,52,2025-12-15,2025-12-22,completed
500470,1046,2025,52,2025-12-14,2025-12-22,completed
500471,1048,2025,52,2025-12-14,2025-12-22,completed
500472,1051,2025,52,2025-12-14,2025-12-22,completed
500473,1052,2025,52,2025-12-13,2025-12-22,completed
500474,1054,2025,52,2025-12-15,2025-12-22,completed
500475,1055,2025,52,2025-12-13,2025-12-22,completed
500476,1056,2025,52,2025-12-14,2025-12-22,completed
500477,1058,2025,52,2025-12-14,2025-12-22,completed
500478,1059,2025,52,2025-12-16,2025-12-22,completed
500479,1060,2025,52,2025-12-16,2025-12-22,completed
500480,1061,2025,52,2025-12-15,2025-12-22,completed
500481,1063,2025,52,2025-12-15,2025-12-22,completed
500482,1065,2025,52,2025-12-16,2025-12-22,completed
500483,1068,2025,52,2025-12-14,2025-12-22,cancelled
500484,1069,2025,52,2025-12-16,2025-12-22,completed
500485,1070,2025,52,2025-12-14,2025-12-22,completed
500486,1071,2025,52,2025-12-15,2025-12-22,completed
500487,1072,2025,52,2025-12-14,2025-12-22,completed
500488,1073,2025,52,2025-12-16,2025-12-22,completed
500489,1075,2025,52,2025-12-14,2025-12-22,completed
500490,1076,2025,52,2025-12-14,2025-12-22,completed
500491,1077,2025,52,2025-12-14,2025-12-22,completed
500492,1078,2025,52,2025-12-16,2025-12-22,completed
500493,1081,2025,52,2025-12-13,2025-12-22,completed
500494,1082,2025,52,2025-12-13,2025-12-22,completed
500495,1083,2025,52,2025-12-16,2025-12-22,completed
500496,1088,2025,52,2025-12-13,2025-12-22,completed
